Date,Open,High,Low,Close,Adj Close,Volume
2022-11-22,1.000616,1.001733,0.999756,1.000659,1.000659,8437515430
2022-11-23,1.000602,1.001600,0.999520,1.000803,1.000803,8019215464
2022-11-24,1.000598,1.001458,0.999474,1.001032,1.001032,6694921353
2022-11-25,1.000977,1.001386,0.998701,1.000254,1.000254,5814018349
2022-11-26,1.000542,1.001290,0.999514,1.000119,1.000119,4877092187
2022-11-27,0.999950,1.001214,0.999531,1.000313,1.000313,4614831258
2022-11-28,1.000311,1.001083,0.999363,1.000755,1.000755,6906132682
2022-11-29,1.000766,1.001192,0.999441,1.000090,1.000090,6558827481
2022-11-30,1.000115,1.001076,0.999287,1.000000,1.000000,8863202636
2022-12-01,0.999991,1.001142,0.999190,1.000006,1.000006,7629631366
2022-12-02,1.000054,1.002820,0.999522,1.000518,1.000518,6490009672
2022-12-03,1.000450,1.000691,0.999358,1.000236,1.000236,4321909803
2022-12-04,1.000235,1.000726,0.999546,0.999884,0.999884,4329311363
2022-12-05,1.000327,1.000998,0.999214,1.000061,1.000061,5878580818
2022-12-06,1.000062,1.001004,0.999391,1.000047,1.000047,5581936298
2022-12-07,1.000336,1.000868,0.999195,1.000066,1.000066,5824640765
2022-12-08,1.000075,1.000954,0.999252,1.000087,1.000087,5709314843
2022-12-09,1.000090,1.000792,0.999181,0.999845,0.999845,5770865206
2022-12-10,0.999848,1.001023,0.999463,1.000091,1.000091,3896163188
2022-12-11,1.000102,1.000782,0.999387,0.999957,0.999957,3708577437
2022-12-12,0.999979,1.000888,0.999097,0.999950,0.999950,6514103008
2022-12-13,1.000096,1.000924,0.998723,1.000064,1.000064,10928458036
2022-12-14,1.000532,1.000932,0.998857,1.000252,1.000252,7293948776
2022-12-15,1.000233,1.000851,0.999014,0.999825,0.999825,5440033506
2022-12-16,0.999810,1.001226,0.998873,1.000258,1.000258,6499618945
2022-12-17,1.000246,1.001700,0.999198,0.999580,0.999580,4321525257
2022-12-18,1.000216,1.001359,0.999185,1.000097,1.000097,2744176088
2022-12-19,1.000137,1.001290,0.999187,0.999935,0.999935,4575546070
2022-12-20,0.999969,1.000965,0.999187,1.000063,1.000063,5509011995
2022-12-21,1.000049,1.000710,0.999312,0.999613,0.999613,3745056661
2022-12-22,0.999776,1.000861,0.999224,1.000607,1.000607,4095404239
2022-12-23,1.000583,1.000999,0.999488,1.000169,1.000169,3799544918
2022-12-24,1.000143,1.000749,0.999422,1.000264,1.000264,1966930385
2022-12-25,1.000269,1.001002,0.999370,1.000260,1.000260,2742694443
2022-12-26,1.000316,1.000708,0.999307,1.000247,1.000247,2891652706
2022-12-27,1.000190,1.001180,0.999271,1.000128,1.000128,4511338382
2022-12-28,1.000359,1.000852,0.999272,1.000194,1.000194,5136431856
2022-12-29,1.000193,1.001060,0.999324,1.000707,1.000707,4528743837
2022-12-30,1.000700,1.000998,0.999308,1.000102,1.000102,4282713395
2022-12-31,1.000207,1.001225,0.999752,1.000225,1.000225,2690117726
2023-01-01,1.000229,1.001018,0.999799,1.000340,1.000340,2236386722
2023-01-02,1.000351,1.001246,0.999559,1.000104,1.000104,3472526101
2023-01-03,1.000155,1.000877,0.999516,1.000282,1.000282,4000802165
2023-01-04,1.000283,1.001420,0.999499,1.000349,1.000349,5848512182
2023-01-05,1.000465,1.002400,0.999514,1.000031,1.000031,4390715813
2023-01-06,1.000059,1.001106,0.999402,1.000287,1.000287,5219509726
2023-01-07,1.000405,1.000982,0.999561,1.000277,1.000277,2321828768
2023-01-08,1.000181,1.001390,0.999568,1.000978,1.000978,3070320860
2023-01-09,1.000886,1.001337,0.999339,0.999786,0.999786,7449659964
2023-01-10,1.000238,1.001171,0.999312,1.000235,1.000235,5716619108
2023-01-11,1.000257,1.000995,0.999194,1.000029,1.000029,6484461952
2023-01-12,0.999807,1.001198,0.999338,1.000319,1.000319,11090304091
2023-01-13,1.000316,1.001107,0.999353,1.000313,1.000313,9302227884
2023-01-14,1.000338,1.001121,0.999294,1.000466,1.000466,13600786556
2023-01-15,0.999764,1.000750,0.999453,1.000246,1.000246,7545725952
